NU_INSCRICAO,Q001,Q002,Q005,Q006,Q007
210056807293,B,G,2,D,A
210057147390,C,C,4,B,A
210055641266,B,D,2,D,A
210056541047,A,C,1,B,A
210055418968,E,E,3,D,A
210056546895,C,D,3,D,A
210055698135,B,F,4,H,A
210057047682,H,E,2,B,A
210057840971,D,D,7,C,A
210057779201,E,F,4,G,A
210055618659,D,F,5,H,A
210055651992,B,E,3,B,A
210056958775,D,E,3,B,A
210057842884,H,E,3,B,A
210057930818,E,F,4,C,A
210056245578,B,E,4,E,A
210056544175,E,G,4,J,A
210056665715,E,G,4,F,A
210057760133,B,E,3,B,A
210055388837,E,G,2,I,A
210056587795,E,C,7,F,A
210057583548,H,A,2,C,A
210055798906,E,B,4,B,A
210057749865,B,B,4,B,A
210057375908,B,E,3,B,A
210055768812,E,G,3,P,B
210056909406,F,F,4,H,A
210055452778,H,E,4,C,A
210055880284,E,F,3,B,A
210057333871,H,E,2,B,A
210058018434,C,E,2,H,A
210055705603,B,B,4,B,A
210057841902,E,D,3,F,A
210055467495,D,E,3,B,A
210055783373,E,A,4,A,A
210055514255,C,F,3,G,A
210057574442,C,E,6,C,A
210055412064,F,E,3,D,A
210055464734,D,D,4,D,A
210057368365,D,E,5,H,B
210054922494,G,D,4,D,A
210055645831,B,D,4,B,A
210054548477,C,E,3,E,A
210057332271,E,G,3,G,B
210056652304,D,D,4,G,A
210055782602,B,B,5,D,A
210057723145,G,G,4,L,A
210056931681,F,F,4,H,A
210056251518,E,D,4,D,A
210055695883,C,E,3,B,A
210055751711,B,C,4,B,A
210057831409,D,D,3,A,A
210056947503,G,G,4,Q,D
210056238871,C,D,3,D,A
210057355274,E,G,4,L,A
210056232688,C,C,4,C,A
210056609633,F,E,2,F,A
210055752276,E,E,2,B,A
210056257232,C,E,5,D,A
210056630457,C,F,3,C,A
210056591223,B,C,5,B,A
210054543336,C,C,4,C,A
210055695951,E,G,4,H,A
210056946431,C,E,4,K,A
210056946330,E,E,2,E,A
210055710093,D,D,4,D,A
210056706733,E,G,3,G,A
210056950461,E,E,3,D,A
210055771167,B,C,6,C,A
210057598540,H,D,4,D,A
210057930901,E,D,3,D,A
210055475782,C,C,3,D,A
210057086118,C,C,5,B,A
210057310576,F,F,3,M,B
210055650172,B,C,3,B,A
210056927300,B,E,2,D,A
210055656962,C,D,3,B,A
210057048613,C,C,5,E,A
210055803993,H,E,3,B,A
210056723932,H,G,2,P,B
210055748579,B,D,2,D,A
210055633694,C,E,4,E,A
210057601133,A,B,4,H,A
210056946250,E,E,4,E,A
210056927440,H,E,4,D,A
210055783516,F,D,4,B,A
210056085918,B,D,6,B,A
210055779091,C,C,4,B,A
210055734547,E,E,4,C,A
210057569128,C,C,4,B,A
210055784545,C,G,3,G,A
210055720324,D,E,3,B,A
210055291990,G,E,2,J,A
210057778486,G,G,5,O,A
210056848075,C,D,3,B,A
210057073270,F,G,3,F,A
210056191675,B,B,4,C,A
210056237027,D,E,4,D,A
210054478280,C,A,1,B,A
210057044882,H,E,2,A,A
210055748508,H,H,3,B,A
210055680151,F,F,2,H,A
210055613976,B,E,4,B,A
210057748794,G,F,4,H,A
210055722177,F,G,4,H,A
210055376251,F,F,4,N,B
210055518519,G,G,4,Q,D
210055600428,C,G,3,E,A
210056865515,G,G,5,M,A
210056670987,G,G,4,K,A
210056219268,E,F,4,E,A
210057285412,F,F,3,B,A
210055446120,E,E,2,B,A
210057782321,F,G,4,O,D
210056900208,E,F,4,H,A
210056887898,G,F,5,M,D
210056619941,E,B,3,B,B
210056925041,E,E,2,B,C
210055736922,C,E,6,C,A
210056933163,H,E,4,B,A
210057115305,B,E,4,B,A
210057390811,F,G,5,K,A
210055535292,E,D,2,D,A
210055019905,E,G,3,H,A
210057366564,C,G,4,B,A
210055684147,B,C,4,B,A
210055456428,E,G,2,C,A
210055380563,D,E,3,D,A
210055729791,E,E,4,D,A
210057115970,H,B,2,A,A
210055252896,G,G,5,O,D
210056589864,F,E,5,G,A
210054559327,B,E,1,B,A
210054618507,C,C,4,D,A
210054551719,F,F,5,E,A
210057726549,F,F,3,H,A
210056928779,B,F,3,H,A
210056855282,E,E,3,G,A
210055837427,E,E,5,C,D
210057833404,B,B,5,B,A
210056222855,D,D,4,E,A
210056230785,H,E,5,B,A
210055750076,E,E,5,B,A
210055704927,C,C,6,C,A
210057795264,A,C,4,B,A
210056840895,F,F,3,J,B
210054547641,F,E,1,C,A
210054571451,B,E,4,G,A
210056955328,E,E,2,B,A
210055616910,B,E,4,B,A
210054566495,F,G,3,N,A
210056243660,D,D,4,C,A
210054574279,B,B,3,B,A
210057160837,H,F,4,E,A
210055480632,B,C,3,B,A
210056266267,H,C,4,B,A
210057155394,E,G,4,H,A
210056450295,D,E,4,D,A
210055801916,D,E,3,C,A
210056434186,B,B,3,C,B
210057871637,C,C,4,D,A
210057735172,E,F,3,I,D
210057755437,E,G,3,H,A
210056909684,C,E,3,C,A
210057381530,D,E,4,D,A
210057046206,E,E,4,O,A
210057780989,E,C,3,F,A
210055625380,G,F,4,J,A
210055544970,B,E,2,D,A
210054563058,D,F,3,H,A
210057339968,E,C,4,E,A
210056618166,H,B,2,B,A
210054554137,E,E,4,F,D
210056563554,E,H,3,G,D
210057396502,E,D,3,H,A
210056249219,H,E,3,B,A
210056242548,H,G,4,I,A
210057356593,E,G,3,I,D
210055737638,G,E,4,P,A
210057189326,D,D,3,B,A
210057559356,F,G,4,I,A
210056452307,E,E,4,G,A
210055505417,A,D,3,C,A
210057388897,B,D,3,B,A
210055745915,E,D,5,D,A
210056263210,H,E,5,D,A
210057378960,D,E,4,I,A
210055327387,B,B,5,G,A
210056641942,G,F,5,O,B
210056467430,G,D,4,L,A
210054923600,B,B,1,C,A
210055200421,C,H,2,C,A
210054562795,B,B,3,D,A
210055461013,E,E,4,C,A
210058002940,G,E,6,J,A
210055318646,C,G,4,D,A
210057131286,E,E,3,C,A
210056709576,D,E,3,E,A
210055717923,G,G,4,H,A
210055646776,A,B,1,B,A
210055276189,E,G,3,F,A
210055646578,E,F,4,I,A
210056893018,E,E,4,J,A
210057794715,G,G,3,E,A
210055672098,B,C,4,G,A
210057614431,G,E,5,P,A
210057153699,D,E,4,C,A
210057808898,E,G,4,M,D
210056238673,F,B,2,D,A
210055762732,B,B,3,B,A
210056901836,E,E,3,F,A
210056584441,G,G,4,K,A
210056543799,G,E,3,O,A
210057358697,D,B,4,F,A
210055653864,E,F,4,J,D
210055601949,E,G,5,J,A
210057814614,G,G,4,C,A
210057833918,H,C,5,C,A
210056680839,E,F,4,O,B
210056252306,D,C,4,C,A
210055765607,E,E,5,D,A
210057370511,E,G,4,O,A
210054911348,H,H,1,C,A
210057761229,E,E,4,G,A
210055577775,B,B,4,B,A
210055500217,H,H,2,C,A
210055209624,E,G,4,J,A
210057802912,E,E,3,C,A
210055721236,C,F,2,C,A
210057402028,B,B,5,D,A
210057394771,E,D,3,J,A
210057564463,B,B,4,D,A
210055800733,E,D,4,B,A
210057821103,F,E,4,K,A
210058021281,E,E,5,B,A
210057817232,C,H,4,D,A
210056959231,E,C,4,A,A
210057932144,C,E,5,C,A
210055073881,B,E,5,C,A
210056236182,H,C,2,C,A
210057884217,B,C,4,D,A
210055524171,C,C,4,G,A
210056886130,G,E,2,L,A
210054546534,E,D,3,C,A
210056899009,B,E,3,G,A
210055775143,B,B,5,C,A
210057574021,E,E,4,C,A
210055582063,B,E,4,B,A
210057135219,E,D,4,C,A
210057367986,B,C,2,B,A
210057810382,C,E,6,F,A
210057385693,D,E,4,H,A
210057191421,E,G,4,G,A
210057378381,D,E,4,C,A
210056237624,H,B,3,C,A
210055761324,E,D,4,B,A
210056943541,F,F,4,E,A
210057044567,E,E,4,B,A
210055286244,C,A,2,A,A
210057596875,E,F,4,C,A
210055651861,E,E,3,D,A
210057781747,E,E,5,C,A
210057937552,C,E,4,D,A
210054556564,C,E,4,F,A
210055730277,E,C,5,B,B
210055546474,C,C,3,A,A
210054547678,E,D,3,C,A
210056759041,G,G,3,P,A
210056234084,E,E,4,B,A
210055321911,C,D,4,G,A
210055299280,F,F,4,Q,D
210057672421,E,F,4,E,A
210055525035,G,G,4,K,A
210056919863,C,E,4,F,A
210056545341,F,F,3,B,A
210056646986,D,D,4,B,A
210055656954,B,H,4,D,A
210055298230,C,G,3,E,A
210057372204,E,F,4,E,A
210057826284,E,F,3,G,C
210057729128,F,G,3,H,A
210055528480,C,C,7,D,A
210055664760,H,E,3,F,A
210054543492,D,E,5,E,A
210057789945,D,F,3,G,A
210055269920,D,D,3,C,A
210055451690,E,E,5,D,B
210055735312,E,E,3,C,A
210056545318,B,B,4,H,A
210056238939,B,D,5,G,A
210055409838,H,E,2,F,A
210056538778,E,F,4,O,D
210055427922,G,F,3,D,A
210055561067,D,E,4,E,A
210057153811,E,E,3,G,A
210055414463,E,G,3,C,A
210057578002,E,E,4,H,B
210056706825,F,G,3,F,A
210057336505,D,F,4,G,C
210055803410,B,E,5,B,A
210055430294,G,E,3,H,A
210056840309,D,E,2,D,A
210055192772,D,G,3,L,B
210057334801,E,F,6,J,A
210057309365,B,B,2,G,A
210057382568,E,D,4,C,A
210055556515,G,G,3,E,A
210055538717,C,E,4,C,A
210057837241,E,E,4,C,A
210054932048,B,B,2,D,A
210057049121,E,E,4,D,A
210055491183,E,E,3,C,A
210055608116,D,C,4,E,A
210054562944,G,H,4,M,A
210056263591,C,C,4,B,A
210055616292,B,D,4,C,A
210056656104,B,B,4,C,A
210057598798,E,F,4,E,A
210055577287,E,G,3,E,A
210058019098,G,G,1,C,A
210057333958,F,E,3,D,A
210057558848,E,E,2,E,A
210057378979,F,E,4,G,A
210057296211,C,F,2,L,D
210054510550,B,B,4,I,A
210057384978,B,D,5,G,A
210055590604,C,E,4,C,A
210055785102,C,C,4,A,A
210055573839,D,E,4,H,A
210057276055,D,F,2,B,A
210056913969,D,F,4,J,A
210056480574,E,G,4,G,A
210055561825,B,C,5,A,A
210054560857,C,D,3,D,A
210057539595,E,E,4,E,A
210055679192,C,F,3,H,A
210054561880,F,G,3,E,A
210056709950,C,E,4,D,A
210055477157,F,F,4,L,B
210057838835,B,B,5,B,A
210055483515,G,G,5,K,A
210057756805,E,G,4,H,B
210056244506,C,C,7,B,A
210056708697,C,E,4,D,A
210055563226,B,E,6,B,A
210056944314,B,E,2,C,A
210054684882,C,E,3,E,A
210057601424,C,C,1,B,A
210056926379,C,E,4,C,A
210055711283,D,F,2,C,A
210056873279,D,F,4,E,A
210056254368,E,G,5,C,A
210057366602,G,E,2,B,A
210055431077,F,F,5,O,C
210055303970,E,G,2,D,A
210055421883,E,E,2,C,A
210057043130,E,E,4,D,A
210057405617,H,C,5,C,A
210056248931,F,D,4,G,A
210056707389,F,F,4,K,B
210057778681,E,B,3,D,A
210056945308,D,E,6,H,A
210055509317,C,E,3,F,A
210055643979,E,D,4,D,A
210054572981,C,E,3,G,A
210054537340,B,C,2,E,A
210055597490,A,A,3,B,A
210056947915,D,F,4,C,A
210055668841,B,C,2,B,A
210057049544,C,E,3,F,A
210055670738,G,F,4,F,A
210055292426,B,E,2,B,A
210055759200,G,F,5,Q,C
210055596983,D,E,5,H,A
210055671401,D,E,3,C,A
210056625661,B,D,3,B,A
210055294966,E,E,4,C,A
210056864309,C,E,4,C,A
210055771670,E,E,4,D,A
210055458385,B,C,3,E,A
210057810773,D,G,5,C,A
210055534596,G,G,5,L,A
210057042443,F,F,5,C,A
210055697990,E,D,4,C,A
210056048656,E,G,5,D,A
210055779406,E,E,4,A,A
210054844298,E,E,5,B,A
210055679221,B,G,2,D,A
210055130782,G,E,3,P,A
210056908347,H,G,4,C,A
210055478737,E,D,3,B,A
210055665638,E,E,2,D,A
210057572250,E,G,5,E,A
210057992698,E,G,4,M,B
210054569974,C,C,6,C,A
210055414277,C,C,5,D,A
210056224621,D,D,4,E,A
210056706189,B,B,5,D,B
210056590585,H,E,4,C,A
210055752555,F,E,3,C,A
210057319972,H,D,1,B,A
210055758435,E,F,4,L,A
210056642328,D,D,7,C,A
210055580108,C,C,4,D,A
210055468568,E,E,4,F,A
210056450015,E,E,3,B,A
210055447486,B,B,3,C,A
210057309367,E,C,3,F,A
210056933096,E,E,4,D,A
210056233708,D,E,2,B,A
210057378678,E,E,4,C,A
210055123775,E,F,1,B,A
210057370209,C,D,4,F,B
210056942409,B,G,3,E,A
210055720848,E,G,4,G,A
210055450811,B,B,2,B,A
210057325315,E,F,3,B,A
210056584633,C,C,3,B,A
210057549150,B,B,2,E,A
210054559198,C,D,4,B,A
210057754319,G,G,5,O,A
210055741180,E,G,3,I,D
210056576295,H,H,4,B,A
210057783337,C,E,2,B,A
210057854829,E,E,2,H,A
210055701054,E,F,3,G,A
210057774079,E,E,3,B,A
210054536193,E,E,4,F,A
210057492067,D,E,5,Q,D
210055669185,C,E,5,C,A
210056440083,B,B,4,C,A
210056326098,B,E,3,C,A
210055559224,E,E,4,I,A
210055430266,D,G,2,I,B
210054902887,B,B,4,D,A
210056935396,E,E,4,B,A
210055611862,E,G,3,K,A
210056477867,H,B,3,A,A
210057391118,E,E,4,Q,A
210055508053,B,D,3,C,A
210056959261,B,E,2,B,A
210056629768,B,D,1,B,A
210057333154,C,D,3,D,A
210055576957,G,G,5,L,C
210055342544,D,G,3,G,A
210055702807,G,E,6,G,A
210055272057,B,D,4,B,A
210055669756,E,C,3,B,A
210055723531,B,B,3,C,D
210055620449,C,G,3,G,A
210058017889,E,E,5,C,A
210057572252,E,E,5,B,A
210055387959,E,E,5,E,A
210057343153,C,E,3,B,A
210055702413,E,E,3,C,A
210056223245,E,E,4,E,A
210056229607,E,E,5,I,A
210055756108,C,E,3,C,A
210056705700,F,F,4,H,A
210056448629,G,F,3,E,A
210056651892,E,D,3,D,A
210055790131,H,B,4,C,A
210057934195,C,C,2,D,A
210056958353,E,C,5,B,A
210057117467,E,D,3,B,A
210056614716,E,E,5,B,A
210057303480,G,F,4,O,C
210055720174,E,F,4,D,A
210056932420,F,F,4,B,A
210055669830,E,B,2,E,A
210057313718,D,F,5,C,A
210055745993,D,F,4,G,A
210055554153,B,G,5,F,B
210056910754,E,G,3,M,A
210055634604,C,C,5,D,A
210055677031,C,E,3,B,A
210055409372,B,F,3,C,A
210055712882,E,F,4,H,A
210056627979,E,F,3,F,A
210055722254,B,F,4,G,A
210057235688,H,C,6,B,A
210056639719,G,G,2,Q,B
210057808000,H,E,5,D,A
210056809039,G,G,3,K,B
210055507332,A,C,3,B,A
210057116751,B,E,3,B,A
210056236010,C,C,4,G,A
210055610505,G,F,2,C,A
210056939091,G,G,4,H,C
210057357362,G,F,5,F,A
210057596573,C,D,4,F,A
210057092471,F,F,4,G,A
210055506198,D,E,3,D,A
210056948212,G,E,4,D,A
210055603670,C,G,5,F,A
210057933330,F,E,3,I,A
210055658174,E,E,4,D,A
210056235458,C,C,3,B,A
210055678470,E,E,6,E,A
210055644652,F,F,4,H,A
210055445219,E,G,4,Q,D
210057314320,G,G,4,Q,D
210057369027,D,C,4,F,A
210055513251,H,E,2,B,A
210057830537,D,C,6,D,A
210055089891,B,B,3,F,A
210054913536,B,B,2,B,A
210057237492,H,H,5,B,A
210057825427,C,B,3,C,A
210057793706,F,G,4,B,A
210054480452,B,B,2,G,A
210055630352,C,E,3,D,A
210057702247,B,B,2,D,A
210055380170,G,F,4,O,C
210057780415,F,G,5,J,A
210055614545,E,F,4,C,A
210055701753,C,C,8,C,A
210055535497,C,E,3,C,A
210055347266,G,F,4,Q,D
210057101439,E,E,1,B,A
210055633614,D,E,2,B,A
210056229040,C,E,4,E,A
210057375468,D,D,3,C,A
210055654328,G,F,4,G,A
210055572370,G,G,4,G,A
210055611864,H,F,5,D,A
210057493090,H,E,5,E,A
210056395513,B,B,4,E,A
210055290338,E,F,1,B,A
210057782894,C,E,3,F,A
210055672658,E,D,5,C,A
210057575074,H,E,4,H,A
210056739345,B,C,4,B,A
210055312358,B,B,4,C,A
210055696427,E,D,2,C,A
210055607666,D,F,4,D,A
210057933914,C,E,3,C,A
210056582597,E,E,4,B,A
210055618313,E,E,4,K,A
210056580872,E,E,3,C,A
210057551785,H,H,5,B,A
210056270763,D,C,4,B,A
210056919731,H,D,2,B,A
210055647552,B,A,1,B,A
210055743349,G,E,4,H,A
210055668284,C,B,3,C,A
210056466591,B,E,4,B,A
210055525467,B,E,3,C,A
210056466976,E,E,4,C,A
210057978182,B,D,5,B,A
210055774099,E,E,5,E,A
210057269608,B,B,3,C,A
210055612045,H,E,3,C,A
210055428267,D,E,3,B,A
210055753072,D,F,2,C,A
210057397688,G,C,5,C,A
210057800348,B,E,4,C,A
210056652868,G,C,5,C,A
210056939316,H,B,5,D,A
210054572466,E,E,2,C,A
210057814543,C,E,3,C,A
210055596025,E,E,4,D,A
210055473796,E,F,2,E,A
210055643156,H,E,7,D,A
210056532116,H,F,4,G,A
210056262018,C,F,4,H,A
210055712372,C,F,5,G,A
210054559373,B,B,3,B,A
210055586739,E,G,5,I,B
210057118730,E,G,4,J,A
210057804132,E,E,2,E,A
210057121666,D,C,3,C,A
210056686889,C,C,3,C,A
210055451189,C,D,5,C,A
210057737738,E,F,2,D,A
210056488673,E,E,4,B,A
210055795272,C,E,5,A,A
210056571394,D,D,5,B,A
210057152158,B,C,4,C,A
210057704035,F,E,1,B,A
210055680621,F,F,4,G,A
210055419585,F,E,5,F,A
210055763492,E,C,4,D,A
210055673624,B,B,4,D,A
210056247593,D,E,4,C,A
210055752891,B,D,3,E,A
210056705734,E,E,4,M,A
210057114622,E,E,3,I,A
210055684930,C,F,8,F,A
210057576758,H,E,6,B,A
210057835374,F,E,4,I,A
210055426198,C,E,3,D,A
210056927410,B,B,4,B,A
210057382264,E,E,4,E,A
210056254202,H,E,5,B,A
210056589632,E,F,6,N,A
210055352752,E,E,3,B,A
210057868694,G,G,4,Q,D
210056134479,B,C,4,D,A
210055619607,A,C,4,B,A
210056236702,E,F,2,B,A
210056575481,E,F,4,D,A
210057376589,F,E,3,D,A
210055726896,B,B,7,C,A
210057155705,E,G,4,H,A
210057819657,C,H,4,D,A
210056911423,C,C,5,D,A
210055640910,E,E,4,D,A
210055358278,B,B,4,C,A
210055654052,F,F,3,E,B
210056958960,E,E,3,B,A
210054536915,F,F,2,J,A
210057805705,E,F,3,E,A
210055421757,C,D,6,G,A
210055908559,G,G,4,Q,D
210057939704,D,C,3,B,A
210055763034,D,E,6,C,A
210055817162,E,E,3,E,A
210056215634,C,E,3,G,A
210055671123,D,E,4,E,A
210056960630,B,B,4,B,A
210055405507,G,E,3,D,A
210055624579,B,B,2,B,A
210055636036,C,C,3,F,A
210055539221,C,C,5,E,A
210055658226,B,D,5,D,A
210055782238,B,E,3,C,A
210056957841,C,C,4,E,A
210056564694,G,G,3,N,C
210056826048,A,A,5,C,A
210055727984,E,D,4,C,A
210054928613,F,G,2,G,A
210055420154,H,E,2,B,A
210055350593,B,C,2,G,A
210055759239,H,C,4,B,A
210055454009,C,C,2,B,A
210057726451,E,C,4,F,A
210056908073,B,F,5,D,A
210056917108,E,F,4,C,A
210055676978,F,F,4,H,A
210055760420,E,B,3,B,A
210055493917,D,D,4,B,A
210056465418,E,F,4,D,A
210056929409,B,B,5,D,A
210056904571,B,B,4,B,A
210057826172,E,D,3,G,A
210055579756,C,C,4,B,A
210057148968,E,B,3,G,A
210057390110,D,B,3,B,A
210055800520,B,B,4,C,A
210056246854,C,E,2,C,A
210055474874,H,D,5,D,A
210056614661,E,F,2,A,A
210055638029,H,E,3,E,A
210056590504,D,D,5,C,A
210056925425,E,E,5,F,A
210055211137,H,D,5,B,A
210056916214,A,B,4,C,A
210055612936,E,F,3,G,A
210057820533,B,B,6,B,A
210055755555,G,G,2,O,A
210057559357,H,D,6,D,A
210056908345,D,F,2,F,A
210056240329,C,E,6,L,A
210056749164,B,B,2,C,A
210056908270,B,E,3,E,A
210057110612,F,G,3,C,A
210056497521,C,E,3,B,A
210055290625,E,G,4,G,A
210057573458,G,G,3,G,A
210057730746,E,B,3,E,A
210056874693,F,E,5,F,A
210056448336,A,C,2,B,A
210057801428,E,G,3,I,B
210055668631,F,F,5,E,A
210057586084,D,E,2,C,A
210056293663,C,B,5,D,A
210056956418,E,E,4,D,A
210057847607,C,C,3,D,A
210055733723,D,D,6,B,A
210055771160,G,G,3,L,A
210057828222,D,D,3,B,A
210055546393,E,E,4,E,A
210056224410,B,B,1,D,A
210055155447,B,B,5,B,A
210057817326,H,F,2,E,A
210057116077,D,D,3,B,A
210054570387,D,D,2,D,A
210055556960,C,E,2,D,A
210057390824,B,C,1,A,A
210055491115,E,E,4,I,A
210057115574,B,E,5,B,A
210057811629,D,C,4,B,C
210057607627,E,E,3,C,A
210057370033,B,C,3,B,A
210055435398,F,E,2,E,B
210057346281,B,F,2,D,A
210057089503,E,E,4,B,A
210056595385,F,G,3,E,A
210055693292,D,D,3,C,A
210057399382,C,C,3,E,A
210055464595,E,E,3,C,A
210055497736,C,B,5,B,A
210055494269,A,A,3,B,A
210055587688,D,D,3,C,A
210055781134,E,C,3,E,A
210057643515,H,F,5,F,A
210056659823,C,E,5,E,A
210055757724,E,E,3,D,A
210056888832,C,E,4,G,A
210054534459,E,E,2,B,A
210057361117,E,E,3,C,A
210057673878,B,B,2,C,A
210057810086,B,C,4,A,A
210056928302,C,E,3,B,A
210057535830,D,F,3,D,A
210055734076,F,E,4,H,A
210055664317,C,E,5,F,A
210055581321,C,F,2,E,A
210054554700,D,E,6,C,A
210057840071,A,E,2,B,A
210054545304,F,F,3,E,A
210055755114,C,E,4,D,A
210057340911,C,C,4,C,A
210057373993,D,E,6,D,A
210054942092,A,E,2,C,A
210055499667,D,E,3,K,A
210055270880,B,E,1,C,A
210056242324,C,E,6,D,A
210057660806,F,F,4,K,A
210055749458,C,E,4,C,A
210057045698,B,C,3,C,A
210056705245,D,F,4,G,A
210055624440,D,E,4,C,A
210055584837,G,F,3,M,A
210055683330,E,F,3,B,A
210056858682,D,E,3,E,A
210057515429,B,A,1,D,A
210057399729,E,F,4,D,A
210055221093,F,E,3,K,B
210056653840,E,E,4,J,A
210055668266,B,C,4,D,A
210056430673,F,G,4,I,A
210055349259,B,B,5,C,A
210056804745,D,D,5,C,A
210057901302,B,B,3,B,A
210057809459,H,H,4,B,A
210057374202,E,E,4,I,A
210056930332,E,E,4,H,A
210054550453,C,E,3,K,A
210057670779,C,D,1,A,A
210057127407,E,E,5,B,A
210057826126,C,C,5,B,A
210055744579,E,E,4,E,A
210057724624,F,F,4,I,A
210056242074,B,E,5,D,A
210056955679,E,E,4,H,A
210056536401,F,F,4,F,A
210057786363,C,F,5,Q,D
210056707104,E,E,4,G,A
210055412880,G,G,4,P,A
210056235314,D,F,4,D,A
210055533349,F,F,3,H,A
210057666783,B,A,1,C,A
210055764867,D,E,5,D,A
210056906163,A,B,2,C,A
210057377708,H,F,5,B,A
210055261469,H,C,3,C,A
210055635274,B,D,3,B,A
210055418726,C,D,3,B,A
210057838055,D,E,4,A,A
210056222325,D,E,3,B,A
210057486761,C,E,4,C,A
210056506720,A,B,4,F,A
210057707803,B,B,2,E,A
210057394226,B,E,4,C,A
210057803337,F,E,4,D,A
210055493454,E,C,3,D,A
210055558099,H,H,3,D,A
210056949894,C,E,5,C,A
210055513856,E,E,3,D,A
210055612507,C,C,5,C,A
210056245903,B,E,5,C,A
210055641328,E,D,4,C,A
210055105422,A,A,3,E,A
210056630108,C,E,3,D,A
210055695395,C,E,4,D,A
210057828069,C,E,4,B,A
210056927298,C,C,6,C,A
210056931549,E,F,4,C,A
210057044499,E,E,3,J,A
210056224889,C,D,5,C,A
210057359790,C,C,4,B,A
210055601142,A,B,3,A,A
210057931156,H,C,4,A,A
210056241871,A,B,3,B,A
210055593182,E,E,4,C,A
210055723624,E,F,3,F,A
210058019420,B,B,5,B,A
210056383876,E,G,2,I,A
210055741385,C,B,4,B,A
210055758863,B,E,4,A,A
210054537501,C,E,3,G,A
210054552144,D,E,4,E,A
210056539227,F,G,5,L,B
210055555370,E,F,3,F,A
210057339509,G,G,4,Q,A
210055716972,B,C,3,B,A
210055784304,C,E,2,C,A
210057789918,F,C,4,D,A
210055783335,C,C,3,E,A
210055637090,E,F,4,I,A
210057826570,G,F,4,L,A
210057116278,E,C,4,C,A
210057686201,F,F,3,K,A
210057935236,B,C,4,C,A
210054567474,G,E,5,C,A
210055307690,E,E,3,F,A
210056250709,H,D,3,C,A
210055705128,B,E,5,B,A
210055728609,D,E,6,C,A
210056876196,F,F,3,H,A
210057052849,E,E,3,H,A
210055750934,A,B,3,B,A
210056458317,D,C,5,D,A
210056664755,C,B,2,E,A
210055077227,E,D,3,G,A
210056933302,E,D,5,C,A
210055610725,B,B,2,A,A
210055415172,C,G,4,F,A
210057834501,C,D,8,B,A
210055608131,G,E,4,E,A
210057050671,C,B,4,C,A
210055792201,B,B,5,C,A
210056562893,E,E,5,C,A
210057740996,C,G,4,H,A
210055254455,E,E,4,D,A
210056947812,E,G,6,E,A
210056859058,E,C,3,F,A
210057486826,C,C,3,D,A
210057561843,E,F,1,A,A
210056619789,E,E,5,B,A
210056251638,B,E,4,D,A
210057832093,E,E,3,F,A
210055680210,B,D,4,D,A
210055619062,G,F,3,M,A
210056711712,C,D,3,C,A
210055494617,B,E,2,C,A
210056706229,E,B,4,B,A
210057346962,C,D,3,C,A
210057332531,C,E,4,C,A
210055334486,E,E,3,C,A
210057146732,C,C,2,B,A
210054555439,B,C,4,E,A
210057569645,B,F,4,B,A
210055410468,H,D,3,B,A
210055724654,E,G,3,Q,D
210057652980,C,C,2,B,A
210056235463,E,E,3,E,A
210057348095,E,E,2,B,A
210055517076,B,D,3,B,A
210057567942,D,E,4,G,A
210054545417,E,G,2,N,A
210057575459,F,F,4,D,A
210055334065,E,E,3,C,A
210055784197,H,E,5,B,A
210054562677,G,E,4,C,A
210055765138,D,E,3,G,A
210055496224,G,G,4,P,C
210055700747,E,F,3,F,A
210056705755,E,D,4,G,A
210057086997,C,E,3,B,A
210055729169,E,E,2,D,A
210056220767,E,F,3,G,A
210054548744,E,E,4,D,A
210057800397,D,E,3,D,A
210056866910,F,E,3,G,A
210055672185,G,G,4,D,A
210056660407,D,C,5,D,D
210056462553,C,E,3,B,A
210055636900,A,B,1,B,A
210056946135,E,E,3,B,A
210056256102,C,D,7,D,A
210055226865,E,E,2,D,A
210056267800,B,B,6,E,A
210057255970,C,D,3,D,A
210054569601,E,C,3,D,A
210056710670,E,F,4,H,B
210056904418,D,E,4,F,A
210057817811,B,B,5,C,A
210055267449,H,E,4,C,B
210056910443,B,B,3,C,A
210056227562,D,E,4,D,A
210055743653,E,D,4,F,A
210056938633,C,E,2,D,A
210055744402,D,G,4,H,A
210055602074,C,C,3,A,A
210055486321,D,D,4,E,A
210056268154,H,E,3,B,A
210057540404,E,C,2,G,A
210055645891,F,G,4,H,A
210055469262,F,E,5,H,A
210055502564,E,E,4,G,A
210055699458,B,E,3,C,A
210056673537,A,A,3,F,A
210056218587,E,E,3,C,A
210054550163,E,E,3,B,A
210057828465,C,F,5,E,A
210056614908,E,E,5,E,A
210056684315,F,F,3,E,A
210056947370,E,G,3,E,D
210057810868,C,C,5,C,A
210057400164,D,B,3,F,A
210055741498,G,E,5,H,A
210057775072,F,F,1,F,A
210054535771,D,D,3,E,A
210055494832,E,E,6,F,A
210055583084,B,E,3,E,A
210056929310,E,G,4,F,A
210057155684,E,E,4,F,A
210057594687,E,E,6,B,A
210056258373,E,E,4,F,A
210056231075,E,D,3,C,A
210056514269,B,E,4,B,A
210057441704,H,E,5,D,A
210054549771,C,E,4,B,A
210056921240,D,F,5,E,A
210055590971,B,G,6,F,A
210057572240,B,E,5,B,A
210057577694,D,E,4,G,A
